wavelength,channel_1
1354.93,-29.3853
1354.94,-29.3926
1354.95,-29.2545
1354.96,-29.0555
1354.97,-29.2254
1354.98,-29.2545
1354.99,-29.091
1355.0,-29.2188
1355.01,-29.2819
1355.02,-29.3531
1355.03,-29.432
1355.04,-29.3336
1355.05,-29.0213
1355.06,-29.0024
1355.07,-28.8861
1355.08,-28.9488
1355.09,-28.8925
1355.1,-28.8216
1355.11,-28.8882
1355.12,-28.986
1355.13,-28.8745
1355.14,-29.6137
1355.15,-29.5546
1355.16,-28.9848
1355.17,-29.0956
1355.18,-28.9122
1355.19,-28.7233
1355.2,-28.9001
1355.21,-29.0448
1355.22,-28.9172
1355.23,-28.7906
1355.24,-28.7829
1355.25,-28.8987
1355.26,-28.9853
1355.27,-28.9356
1355.28,-28.9062
1355.29,-29.2097
1355.3,-29.1222
1355.31,-29.0027
1355.32,-29.0012
1355.33,-29.0955
1355.34,-29.2028
1355.35,-29.2221
1355.36,-29.1451
1355.37,-29.4399
1355.38,-29.5036
1355.39,-29.3861
1355.4,-29.4089
1355.41,-29.3766
1355.42,-29.3673
1355.43,-29.4569
1355.44,-29.6096
1355.45,-29.7684
1355.46,-29.8828
1355.47,-29.7495
1355.48,-29.9928
1355.49,-30.1099
1355.5,-30.0338
1355.51,-29.973
1355.52,-30.107
1355.53,-30.3448
1355.54,-30.4804
1355.55,-30.3937
1355.56,-30.625
1355.57,-30.8518
1355.58,-30.8165
1355.59,-30.7649
1355.6,-31.0282
1355.61,-31.2026
1355.62,-31.2923
1355.63,-31.2107
1355.64,-31.1291
1355.65,-31.1698
1355.66,-31.3
1355.67,-31.3368
1355.68,-31.3766
1355.69,-31.7393
1355.7,-31.8301
1355.71,-31.9488
1355.72,-31.912
1355.73,-31.874
1355.74,-31.9171
1355.75,-32.0121
1355.76,-31.9335
1355.77,-32.2278
1355.78,-32.2457
1355.79,-32.3374
1355.8,-32.5321
1355.81,-32.5694
1355.82,-32.4662
1355.83,-32.331
1355.84,-32.2981
1355.85,-32.4311
1355.86,-32.5462
1355.87,-32.3107
1355.88,-32.4117
1355.89,-32.5523
1355.9,-32.5175
1355.91,-32.4016
1355.92,-32.3509
1355.93,-32.3418
1355.94,-32.4806
1355.95,-32.2673
1355.96,-32.1539
1355.97,-32.2582
1355.98,-32.2643
1355.99,-32.0974
1356.0,-32.0963
1356.01,-32.0485
1356.02,-32.206
1356.03,-32.2332
1356.04,-32.1257
1356.05,-32.0169
1356.06,-32.0681
1356.07,-32.0594
1356.08,-31.856
1356.09,-31.9832
1356.1,-31.7004
1356.11,-31.8123
1356.12,-31.9425
1356.13,-31.9817
1356.14,-31.9719
1356.15,-31.9037
1356.16,-31.5223
1356.17,-31.5593
1356.18,-31.4809
1356.19,-31.3582
1356.2,-31.4716
1356.21,-31.606
1356.22,-31.6353
1356.23,-31.477
1356.24,-31.2581
1356.25,-31.0926
1356.26,-31.2944
1356.27,-31.1186
1356.28,-30.9961
1356.29,-31.1471
1356.3,-31.3057
1356.31,-31.2342
1356.32,-31.0815
1356.33,-30.8281
1356.34,-30.7687
1356.35,-30.7802
1356.36,-30.6651
1356.37,-30.7096
1356.38,-30.9037
1356.39,-30.8102
1356.4,-30.6618
1356.41,-30.6033
1356.42,-30.4412
1356.43,-30.4265
1356.44,-30.4388
1356.45,-30.3959
1356.46,-30.4071
1356.47,-30.5489
1356.48,-30.2727
1356.49,-30.3821
1356.5,-30.2494
1356.51,-30.0374
1356.52,-30.0033
1356.53,-30.0168
1356.54,-29.9927
1356.55,-29.9574
1356.56,-29.7633
1356.57,-29.6358
1356.58,-29.7855
1356.59,-29.5848
1356.6,-29.3494
1356.61,-29.2369
1356.62,-29.2407
1356.63,-29.2285
1356.64,-29.2007
1356.65,-28.9709
1356.66,-29.037
1356.67,-29.0032
1356.68,-28.7878
1356.69,-28.6971
1356.7,-28.8086
1356.71,-28.8028
1356.72,-28.7711
1356.73,-28.6682
1356.74,-28.4377
1356.75,-28.4348
1356.76,-28.361
1356.77,-28.2347
1356.78,-28.3243
1356.79,-28.3623
1356.8,-28.2657
1356.81,-28.4359
1356.82,-28.3084
1356.83,-28.1724
1356.84,-28.1304
1356.85,-28.1061
1356.86,-28.0275
1356.87,-28.273
1356.88,-28.1821
1356.89,-28.1842
1356.9,-28.5348
1356.91,-28.4304
1356.92,-28.261
1356.93,-28.1077
1356.94,-27.9282
1356.95,-27.7905
1356.96,-27.9259
1356.97,-27.7944
1356.98,-27.9961
1356.99,-28.1201
1357.0,-28.0269
1357.01,-27.8635
1357.02,-27.7828
1357.03,-27.6733
1357.04,-27.7084
1357.05,-27.7138
1357.06,-27.6785
1357.07,-27.8093
1357.08,-27.8048
1357.09,-27.6923
1357.1,-27.7742
1357.11,-27.8358
1357.12,-27.5463
1357.13,-27.6877
1357.14,-27.7693
1357.15,-27.9155
1357.16,-28.0313
1357.17,-27.8484
1357.18,-27.6382
1357.19,-27.834
1357.2,-27.6855
1357.21,-27.7387
1357.22,-27.8739
1357.23,-27.9334
1357.24,-27.9798
1357.25,-28.0249
1357.26,-27.9052
1357.27,-27.9271
1357.28,-28.0884
1357.29,-28.0106
1357.3,-28.1675
1357.31,-28.2284
1357.32,-28.2547
1357.33,-28.3312
1357.34,-28.3769
1357.35,-28.3559
1357.36,-28.6122
1357.37,-28.4376
1357.38,-28.5781
1357.39,-28.777
1357.4,-28.8028
1357.41,-28.6865
1357.42,-28.6625
1357.43,-30.0263
1357.44,-29.3863
1357.45,-29.0844
1357.46,-29.0544
1357.47,-29.1574
1357.48,-29.2407
1357.49,-29.1991
1357.5,-29.3374
1357.51,-29.5849
1357.52,-29.4981
1357.53,-29.5613
1357.54,-29.5349
1357.55,-29.5532
1357.56,-29.6951
1357.57,-29.7184
1357.58,-29.6845
1357.59,-29.9559
1357.6,-29.8353
1357.61,-29.7959
1357.62,-29.8114
1357.63,-29.7828
1357.64,-29.7558
1357.65,-29.9494
1357.66,-29.9576
1357.67,-29.8926
1357.68,-29.9629
1357.69,-29.8121
1357.7,-29.9101
1357.71,-29.9997
1357.72,-29.9623
1357.73,-29.8052
1357.74,-29.8139
1357.75,-29.7709
1357.76,-29.7947
1357.77,-29.7931
1357.78,-29.9167
1357.79,-30.0895
1357.8,-30.1344
1357.81,-29.927
1357.82,-29.9235
1357.83,-30.0712
1357.84,-30.0949
1357.85,-29.9965
1357.86,-29.839
1357.87,-29.8255
1357.88,-29.9883
1357.89,-29.9577
1357.9,-29.8685
1357.91,-30.0668
1357.92,-30.0068
1357.93,-29.9523
1357.94,-29.8553
1357.95,-29.7715
1357.96,-29.8556
1357.97,-29.8711
1357.98,-29.6129
1357.99,-29.7392
1358.0,-29.6833
1358.01,-29.5856
1358.02,-29.5489
1358.03,-29.5412
1358.04,-29.4566
1358.05,-29.425
1358.06,-29.3438
1358.07,-29.4803
1358.08,-29.5495
1358.09,-29.2849
1358.1,-29.1822
1358.11,-29.2008
1358.12,-29.2313
1358.13,-29.0493
1358.14,-28.9498
1358.15,-28.9644
1358.16,-29.0846
1358.17,-28.9442
1358.18,-28.7828
1358.19,-28.7708
1358.2,-28.9112
1358.21,-28.8465
1358.22,-28.6789
1358.23,-28.6849
1358.24,-28.9507
1358.25,-29.0898
1358.26,-28.9161
1358.27,-28.644
1358.28,-28.6457
1358.29,-28.7539
1358.3,-28.4872
1358.31,-28.5396
1358.32,-28.5385
1358.33,-28.6301
1358.34,-28.6875
1358.35,-28.5164
1358.36,-28.3089
1358.37,-28.3188
1358.38,-28.1305
1358.39,-28.2431
1358.4,-28.2435
1358.41,-28.1259
1358.42,-28.0614
1358.43,-28.2207
1358.44,-28.25
1358.45,-28.0577
1358.46,-27.8104
1358.47,-27.8342
1358.48,-28.0446
1358.49,-27.9346
1358.5,-27.7203
1358.51,-27.5855
1358.52,-27.842
1358.53,-27.7681
1358.54,-27.4135
1358.55,-27.2463
1358.56,-27.3539
1358.57,-27.4751
1358.58,-27.4067
1358.59,-27.1861
1358.6,-27.1896
1358.61,-27.4298
1358.62,-27.2862
1358.63,-27.1279
1358.64,-26.9509
1358.65,-26.9487
1358.66,-27.0016
1358.67,-26.9376
1358.68,-26.9102
1358.69,-27.0096
1358.7,-26.8932
1358.71,-27.0024
1358.72,-26.9259
1358.73,-26.7739
1358.74,-26.7454
1358.75,-26.7555
1358.76,-26.8621
1358.77,-27.0577
1358.78,-26.8249
1358.79,-26.8256
1358.8,-26.9985
1358.81,-27.066
1358.82,-26.9172
1358.83,-26.8744
1358.84,-27.0142
1358.85,-27.2036
1358.86,-27.1508
1358.87,-26.8487
1358.88,-26.9025
1358.89,-27.0836
1358.9,-27.1635
1358.91,-26.9739
1358.92,-27.0357
1358.93,-27.3016
1358.94,-27.4162
1358.95,-27.191
1358.96,-27.0393
1358.97,-27.1158
1358.98,-27.3158
1358.99,-27.2796
1359.0,-27.1094
1359.01,-27.27
1359.02,-27.2274
1359.03,-27.312
1359.04,-27.3073
1359.05,-27.2629
1359.06,-27.349
1359.07,-27.4871
1359.08,-27.1791
1359.09,-27.2003
1359.1,-27.2176
1359.11,-27.2512
1359.12,-27.3531
1359.13,-27.3462
1359.14,-27.2375
1359.15,-27.114
1359.16,-27.0266
1359.17,-27.285
1359.18,-27.2471
1359.19,-27.0836
1359.2,-27.1148
1359.21,-27.3018
1359.22,-27.3259
1359.23,-27.0567
1359.24,-26.9298
1359.25,-27.1212
1359.26,-27.2527
1359.27,-27.0952
1359.28,-26.973
1359.29,-27.0232
1359.3,-27.2813
1359.31,-27.2713
1359.32,-27.1019
1359.33,-27.08
1359.34,-27.29
1359.35,-27.4104
1359.36,-27.3566
1359.37,-27.2556
1359.38,-27.3321
1359.39,-27.5062
1359.4,-27.3219
1359.41,-27.4056
1359.42,-27.3973
1359.43,-27.4929
1359.44,-27.6269
1359.45,-27.6698
1359.46,-27.6737
1359.47,-27.7486
1359.48,-27.7409
1359.49,-28.0964
1359.5,-28.1651
1359.51,-28.0872
1359.52,-28.1259
1359.53,-28.1872
1359.54,-28.2216
1359.55,-28.2493
1359.56,-28.1094
1359.57,-28.3339
1359.58,-28.5615
1359.59,-28.4923
1359.6,-28.3116
1359.61,-28.3518
1359.62,-28.6399
1359.63,-28.7531
1359.64,-28.7324
1359.65,-28.7311
1359.66,-28.989
1359.67,-29.1434
1359.68,-29.1364
1359.69,-29.0161
1359.7,-29.2758
1359.71,-29.8421
1359.72,-29.178
1359.73,-29.0509
1359.74,-29.1477
1359.75,-29.2976
1359.76,-29.4627
1359.77,-29.5477
1359.78,-29.684
1359.79,-29.9556
1359.8,-29.8504
1359.81,-30.1249
1359.82,-30.2121
1359.83,-30.0923
1359.84,-29.9818
1359.85,-29.944
1359.86,-30.0912
1359.87,-30.4365
1359.88,-30.3655
1359.89,-30.4284
1359.9,-30.5559
1359.91,-30.5005
1359.92,-30.4391
1359.93,-30.4929
1359.94,-30.5767
1359.95,-30.906
1359.96,-30.7996
1359.97,-30.5529
1359.98,-30.6258
1359.99,-30.7801
1360.0,-30.7227
1355.01,-20.1864
1355.02,-19.8389
1355.03,-19.7641
1355.04,-19.5993
1355.05,-19.5948
1355.06,-19.4869
1355.07,-19.4104
1355.08,-19.4101
1355.09,-19.4886
1355.1,-19.5139
1355.11,-19.3748
1355.12,-20.4458
1355.13,-19.6993
1355.14,-19.537
1355.15,-19.3182
1355.16,-19.1404
1355.17,-19.151
1355.18,-19.282
1355.19,-19.4293
1355.2,-19.3561
1355.21,-19.1983
1355.22,-19.0539
1355.23,-19.183
1355.24,-19.0433
1355.25,-19.1698
1355.26,-19.3109
1355.27,-19.3697
1355.28,-19.2666
1355.29,-19.0388
1355.3,-18.9062
1355.31,-18.9112
1355.32,-18.9385
1355.33,-18.9352
1355.34,-19.1877
1355.35,-19.1805
1355.36,-19.094
1355.37,-18.9485
1355.38,-18.8651
1355.39,-18.8047
1355.4,-18.8414
1355.41,-18.9683
1355.42,-19.1238
1355.43,-19.0767
1355.44,-18.9738
1355.45,-18.8684
1355.46,-18.8889
1355.47,-19.0941
1355.48,-18.9715
1355.49,-18.9203
1355.5,-19.0651
1355.51,-19.1309
1355.52,-18.9466
1355.53,-18.886
1355.54,-18.9512
1355.55,-19.1495
1355.56,-19.174
1355.57,-19.0195
1355.58,-19.215
1355.59,-19.2734
1355.6,-19.2615
1355.61,-19.0896
1355.62,-19.0352
1355.63,-19.0748
1355.64,-19.1525
1355.65,-19.1378
1355.66,-19.0523
1355.67,-19.2984
1355.68,-19.3775
1355.69,-19.4024
1355.7,-19.2979
1355.71,-19.3152
1355.72,-19.3543
1355.73,-19.3247
1355.74,-19.1854
1355.75,-19.1915
1355.76,-19.4005
1355.77,-19.222
1355.78,-19.3676
1355.79,-19.1657
1355.8,-19.0369
1355.81,-18.9897
1355.82,-18.953
1355.83,-18.9587
1355.84,-19.1247
1355.85,-19.019
1355.86,-18.8715
1355.87,-18.9399
1355.88,-18.7779
1355.89,-18.7348
1355.9,-18.7058
1355.91,-18.6944
1355.92,-18.7803
1355.93,-18.8803
1355.94,-18.6504
1355.95,-18.669
1355.96,-18.6078
1355.97,-18.5094
1355.98,-18.4973
1355.99,-18.4473
1356.0,-18.4605
1356.01,-18.5833
1356.02,-18.6287
1356.03,-18.4745
1356.04,-18.5721
1356.05,-18.3455
1356.06,-18.4952
1356.07,-18.486
1356.08,-18.3181
1356.09,-18.243
1356.1,-18.2762
1356.11,-18.4878
1356.12,-18.6018
1356.13,-18.6128
1356.14,-18.3351
1356.15,-18.4077
1356.16,-18.4726
1356.17,-18.3763
1356.18,-18.4629
1356.19,-18.622
1356.2,-18.7678
1356.21,-18.7073
1356.22,-18.5961
1356.23,-18.4529
1356.24,-18.7201
1356.25,-18.5798
1356.26,-18.6557
1356.27,-18.804
1356.28,-18.9101
1356.29,-18.9734
1356.3,-18.9065
1356.31,-18.8201
1356.32,-18.7054
1356.33,-18.7832
1356.34,-18.8694
1356.35,-19.105
1356.36,-19.1557
1356.37,-19.1178
1356.38,-18.9994
1356.39,-19.03
1356.4,-19.0259
1356.41,-18.9978
1356.42,-19.0653
1356.43,-19.2902
1356.44,-19.3616
1356.45,-19.2481
1356.46,-19.1486
1356.47,-19.1941
1356.48,-19.4205
1356.49,-19.2498
1356.5,-19.1561
1356.51,-19.171
1356.52,-19.1992
1356.53,-19.0552
1356.54,-18.9544
1356.55,-18.9259
1356.56,-19.0369
1356.57,-19.2115
1356.58,-18.9362
1356.59,-18.7626
1356.6,-18.8203
1356.61,-18.8544
1356.62,-18.6889
1356.63,-18.6743
1356.64,-18.7645
1356.65,-18.8653
1356.66,-18.7295
1356.67,-18.6129
1356.68,-18.82
1356.69,-18.8449
1356.7,-18.8627
1356.71,-18.6545
1356.72,-18.6401
1356.73,-18.66
1356.74,-18.6607
1356.75,-18.5223
1356.76,-18.6092
1356.77,-18.6283
1356.78,-18.6882
1356.79,-18.6616
1356.8,-18.517
1356.81,-18.5203
1356.82,-18.5042
1356.83,-18.447
1356.84,-18.4836
1356.85,-18.7827
1356.86,-18.5173
1356.87,-18.6712
1356.88,-18.8452
1356.89,-18.5506
1356.9,-18.4322
1356.91,-18.3573
1356.92,-18.3023
1356.93,-18.3999
1356.94,-18.5222
1356.95,-18.4082
1356.96,-18.6751
1356.97,-18.509
1356.98,-18.3828
1356.99,-18.3204
1357.0,-18.2679
1357.01,-18.2233
1357.02,-18.2822
1357.03,-18.3571
1357.04,-18.2507
1357.05,-18.3679
1357.06,-18.2538
1357.07,-18.4098
1357.08,-18.2378
1357.09,-18.0488
1357.1,-18.0208
1357.11,-18.1261
1357.12,-18.1946
1357.13,-18.3608
1357.14,-18.2418
1357.15,-18.1024
1357.16,-18.2159
1357.17,-18.062
1357.18,-18.009
1357.19,-18.0316
1357.2,-18.1631
1357.21,-18.2863
1357.22,-18.3248
1357.23,-18.15
1357.24,-18.3578
1357.25,-18.2306
1357.26,-18.1933
1357.27,-18.2354
1357.28,-18.2998
1357.29,-18.3716
1357.3,-18.4204
1357.31,-18.4671
1357.32,-18.3735
1357.33,-18.5756
1357.34,-18.3603
1357.35,-18.5292
1357.36,-18.6669
1357.37,-18.6787
1357.38,-18.5784
1357.39,-18.4834
1357.4,-18.675
1357.41,-20.1693
1357.42,-18.8517
1357.43,-18.7958
1357.44,-18.9164
1357.45,-18.921
1357.46,-18.9052
1357.47,-18.8617
1357.48,-19.007
1357.49,-19.2039
1357.5,-19.0674
1357.51,-19.0555
1357.52,-19.0398
1357.53,-19.1329
1357.54,-19.012
1357.55,-18.9375
1357.56,-19.0503
1357.57,-19.2173
1357.58,-19.0798
1357.59,-18.9632
1357.6,-18.8911
1357.61,-19.0459
1357.62,-19.0225
1357.63,-18.8799
1357.64,-18.8189
1357.65,-18.8827
1357.66,-18.9821
1357.67,-18.7888
1357.68,-18.8622
1357.69,-18.7357
1357.7,-18.7122
1357.71,-18.6796
1357.72,-18.6522
1357.73,-18.6397
1357.74,-18.6504
1357.75,-18.6335
1357.76,-18.669
1357.77,-18.8775
1357.78,-18.6292
1357.79,-18.6617
1357.8,-18.7135
1357.81,-18.7294
1357.82,-18.723
1357.83,-18.6688
1357.84,-18.5098
1357.85,-18.4893
1357.86,-18.5897
1357.87,-18.4048
1357.88,-18.5887
1357.89,-18.5484
1357.9,-18.5228
1357.91,-18.503
1357.92,-18.4754
1357.93,-18.4092
1357.94,-18.4974
1357.95,-18.557
1357.96,-18.3438
1357.97,-18.4923
1357.98,-18.3624
1357.99,-18.3552
1358.0,-18.3251
1358.01,-18.2693
1358.02,-18.2687
1358.03,-18.2883
1358.04,-18.1888
1358.05,-18.3962
1358.06,-18.3802
1358.07,-18.1476
1358.08,-18.2226
1358.09,-18.1837
1358.1,-18.0986
1358.11,-18.0077
1358.12,-17.988
1358.13,-18.0272
1358.14,-18.1867
1358.15,-18.0044
1358.16,-18.1969
1358.17,-18.2045
1358.18,-18.1588
1358.19,-18.1099
1358.2,-18.0675
1358.21,-18.0893
1358.22,-18.2359
1358.23,-18.599
1358.24,-18.3102
1358.25,-18.4362
1358.26,-18.3745
1358.27,-18.2372
1358.28,-18.2353
1358.29,-18.2957
1358.3,-18.3579
1358.31,-18.4215
1358.32,-18.5432
1358.33,-18.2974
1358.34,-18.3337
1358.35,-18.178
1358.36,-18.2077
1358.37,-18.2496
1358.38,-18.3373
1358.39,-18.3347
1358.4,-18.2394
1358.41,-18.4633
1358.42,-18.3791
1358.43,-18.2978
1358.44,-18.1514
1358.45,-18.4257
1358.46,-18.5678
1358.47,-18.4583
1358.48,-18.23
1358.49,-18.3292
1358.5,-18.5912
1358.51,-18.3955
1358.52,-18.1507
1358.53,-18.161
1358.54,-18.368
1358.55,-18.3782
1358.56,-18.2627
1358.57,-18.0879
1358.58,-18.2916
1358.59,-18.4344
1358.6,-18.2948
1358.61,-18.0735
1358.62,-18.1143
1358.63,-18.1426
1358.64,-18.1257
1358.65,-18.0794
1358.66,-18.0616
1358.67,-18.2362
1358.68,-18.1867
1358.69,-18.2569
1358.7,-18.245
1358.71,-18.1932
1358.72,-18.2246
1358.73,-18.2518
1358.74,-18.3285
1358.75,-18.5273
1358.76,-18.6316
1358.77,-18.411
1358.78,-18.6152
1358.79,-18.5107
1358.8,-18.6104
1358.81,-18.681
1358.82,-18.7071
1358.83,-18.7565
1358.84,-18.9145
1358.85,-18.9528
1358.86,-18.6242
1358.87,-18.8181
1358.88,-18.7416
1358.89,-18.8011
1358.9,-19.0309
1358.91,-19.1529
1358.92,-19.2227
1358.93,-19.1574
1358.94,-18.9314
1358.95,-18.9402
1358.96,-19.197
1358.97,-18.9948
1358.98,-19.1143
1358.99,-19.1096
1359.0,-19.1029
1359.01,-19.157
1359.02,-19.1862
1359.03,-19.1392
1359.04,-19.2512
1359.05,-19.2507
1359.06,-18.9631
1359.07,-19.0213
1359.08,-18.9973
1359.09,-19.0607
1359.1,-19.0897
1359.11,-19.1133
1359.12,-19.0384
1359.13,-18.8925
1359.14,-18.7347
1359.15,-18.8662
1359.16,-18.8885
1359.17,-18.784
1359.18,-18.9858
1359.19,-19.0098
1359.2,-18.921
1359.21,-18.7327
1359.22,-18.5908
1359.23,-18.6081
1359.24,-18.8653
1359.25,-18.6693
1359.26,-18.7854
1359.27,-18.9668
1359.28,-18.9917
1359.29,-18.9651
1359.3,-18.799
1359.31,-18.6566
1359.32,-18.5727
1359.33,-18.7381
1359.34,-18.6947
1359.35,-18.7192
1359.36,-18.7976
1359.37,-18.6321
1359.38,-18.5282
1359.39,-18.527
1359.4,-18.5727
1359.41,-18.5173
1359.42,-18.6242
1359.43,-18.6716
1359.44,-18.6966
1359.45,-18.6257
1359.46,-18.6206
1359.47,-18.7322
1359.48,-18.9212
1359.49,-19.0395
1359.5,-18.8917
1359.51,-18.9222
1359.52,-18.9578
1359.53,-18.8417
1359.54,-18.7172
1359.55,-18.8186
1359.56,-18.888
1359.57,-19.0271
1359.58,-19.003
1359.59,-18.7298
1359.6,-18.927
1359.61,-19.0069
1359.62,-18.8844
1359.63,-18.7804
1359.64,-18.9898
1359.65,-19.096
1359.66,-19.0453
1359.67,-18.8784
1359.68,-19.0185
1359.69,-19.431
1359.7,-19.2462
1359.71,-18.5786
1359.72,-18.7272
1359.73,-18.8725
1359.74,-18.9465
1359.75,-19.0122
1359.76,-19.0195
1359.77,-19.1766
1359.78,-19.3357
1359.79,-19.1623
1359.8,-19.3847
1359.81,-19.248
1359.82,-19.074
1359.83,-19.0279
1359.84,-19.0319
1359.85,-19.1421
1359.86,-19.3609
1359.87,-19.3279
1359.88,-19.197
1359.89,-19.2407
1359.9,-19.048
1359.91,-19.0386
1359.92,-19.0256
1359.93,-19.0524
1359.94,-19.181
1359.95,-19.3586
1359.96,-19.0773
1359.97,-18.9973
1359.98,-18.8882
1359.99,-18.7597
1360.0,-18.7773
1360.01,-18.7578
1360.02,-18.754
1360.03,-18.7928
1360.04,-18.9028
1360.05,-18.7758
1360.06,-18.6537
1360.07,-18.5786
1360.08,-18.6365
1360.09,-18.6236
1360.1,-18.523
1360.11,-18.5745
1360.12,-18.6737
1360.13,-18.7191
1360.14,-18.6053
1360.15,-18.442
1360.16,-18.3651
1360.17,-18.6339
1360.18,-18.4933
1360.19,-18.361
1360.2,-18.3596
1360.21,-18.4309
1360.22,-18.5389
1360.23,-18.502
1360.24,-18.3921
1360.25,-18.2695
1360.26,-18.5935
1360.27,-18.3833
1360.28,-18.3654
1360.29,-18.5366
1360.3,-18.6663
1360.31,-18.6782
1360.32,-18.5758
1360.33,-18.5623
1360.34,-18.3597
1360.35,-18.3945
1360.36,-18.2785
1360.37,-18.4031
1360.38,-18.5521
1360.39,-18.5666
1360.4,-18.4611
1360.41,-18.284
1360.42,-18.3444
1360.43,-18.16
1360.44,-18.1471
1360.45,-18.207
1360.46,-18.2599
1360.47,-18.2211
1360.48,-18.2061
1360.49,-18.0953
1360.5,-18.1173
1360.51,-18.3639
1360.52,-18.113
1360.53,-18.0247
1360.54,-18.234
1360.55,-18.2788
1360.56,-18.1073
1360.57,-18.0939
1360.58,-18.2305
1360.59,-18.4332
1360.6,-18.2909
1360.61,-18.1151
1360.62,-18.2231
1360.63,-18.3274
1360.64,-18.356
1360.65,-18.2834
1360.66,-18.2878
1360.67,-18.4293
1360.68,-18.7492
1360.69,-18.5972
1360.7,-18.2781
1360.71,-18.4382
1360.72,-18.4189
1360.73,-18.4568
1360.74,-18.3657
1360.75,-18.3781
1360.76,-18.467
1360.77,-18.5547
1360.78,-18.4381
1360.79,-18.532
1360.8,-18.8417
1360.81,-18.6572
1360.82,-19.0077
1360.83,-18.9993
1360.84,-18.8819
1360.85,-18.812
1360.86,-18.7155
1360.87,-18.5948
1360.88,-18.9136
1360.89,-19.0002
1360.9,-18.8616
1360.91,-19.008
1360.92,-18.927
1360.93,-18.8957
1360.94,-18.911
1360.95,-18.8816
1360.96,-18.8938
1360.97,-19.1723
1360.98,-19.0503
1360.99,-19.0707
1361.0,-19.2164
1361.01,-19.1103
1361.02,-19.1179
1361.03,-19.0689
1361.04,-18.9863
1361.05,-19.0173
1361.06,-19.1295
1361.07,-19.0748
1361.08,-19.2714
1361.09,-19.0853
1361.1,-18.9381
1361.11,-19.008
1361.12,-18.9991
1361.13,-18.8815
1361.14,-18.6804
1361.15,-18.6895
1361.16,-18.7458
1361.17,-18.8287
1361.18,-18.5342
1361.19,-18.7331
1361.2,-18.8388
1361.21,-18.6552
1361.22,-18.4507
1361.23,-18.3006
1361.24,-18.3391
1361.25,-18.423
1361.26,-18.4837
1361.27,-18.2197
1361.28,-18.5053
1361.29,-18.5142
1361.3,-18.3368
1361.31,-18.2496
1361.32,-18.2994
1361.33,-18.4653
1361.34,-18.4545
1361.35,-18.4332
1361.36,-18.2087
1361.37,-18.2347
1361.38,-18.1642
1361.39,-18.1589
1361.4,-18.1795
1361.41,-18.326
1361.42,-18.4202
1361.43,-18.3207
1361.44,-18.5103
1361.45,-18.4183
1361.46,-18.2818
1361.47,-18.1442
1361.48,-18.2978
1361.49,-18.4277
1361.5,-18.4519
1361.51,-18.3324
1361.52,-18.3791
1361.53,-18.5833
1361.54,-18.4336
1361.55,-18.3511
1361.56,-18.2786
1361.57,-18.3662
1361.58,-18.4429
1361.59,-18.472
1361.6,-18.3799
1361.61,-18.4131
1361.62,-18.6393
1361.63,-18.507
1361.64,-18.4788
1361.65,-18.5273
1361.66,-18.7655
1361.67,-18.7795
1361.68,-18.69
1361.69,-18.5627
1361.7,-18.5756
1361.71,-18.5734
1361.72,-18.369
1361.73,-18.3698
1361.74,-18.2801
1361.75,-18.5229
1361.76,-18.4888
1361.77,-18.3605
1361.78,-18.2247
1361.79,-18.1898
1361.8,-18.0808
1361.81,-18.2224
1361.82,-18.1548
1361.83,-18.1698
1361.84,-18.3109
1361.85,-18.3226
1361.86,-18.3069
1361.87,-18.2452
1361.88,-18.1821
1361.89,-17.9833
1361.9,-18.0955
1361.91,-18.1563
1361.92,-18.0065
1361.93,-18.2279
1361.94,-18.1632
1361.95,-18.1055
1361.96,-18.0832
1361.97,-18.0614
1361.98,-17.9523
1361.99,-18.0393
1362.0,-18.046
1362.01,-18.8322
1362.02,-19.4484
1362.03,-18.2259
1362.04,-18.0837
1362.05,-18.0308
1362.06,-18.0179
1362.07,-17.9405
1362.08,-17.9702
1362.09,-18.0318
1362.1,-17.9171
1362.11,-18.005
1362.12,-17.9173
1362.13,-17.9981
1362.14,-18.0601
1362.15,-18.0625
1362.16,-17.9369
1362.17,-17.8512
1362.18,-17.9151
1362.19,-18.1717
1362.2,-18.1582
1362.21,-18.1018
1362.22,-18.3467
1362.23,-18.4084
1362.24,-18.3277
1362.25,-18.1373
1362.26,-18.1957
1362.27,-18.3905
1362.28,-18.6511
1362.29,-18.471
1362.3,-18.6611
1362.31,-18.8075
1362.32,-18.883
1362.33,-18.9025
1362.34,-18.7021
1362.35,-18.7206
1362.36,-18.9472
1362.37,-19.1902
1362.38,-19.005
1362.39,-19.1084
1362.4,-19.1585
1362.41,-19.1283
1362.42,-19.0864
1362.43,-19.1606
1362.44,-19.3424
1362.45,-19.2214
1362.46,-19.2523
1362.47,-19.1084
1362.48,-18.819
1362.49,-18.7058
1362.5,-18.6239
1362.51,-18.5858
1362.52,-18.6304
1362.53,-18.7774
1362.54,-18.5731
1362.55,-18.5616
1362.56,-18.7121
1362.57,-18.4618
1362.58,-18.2974
1362.59,-18.3394
1362.6,-18.4324
1362.61,-18.5356
1362.62,-18.5317
1362.63,-18.246
1362.64,-18.3172
1362.65,-18.4236
1362.66,-18.1136
1362.67,-18.0032
1362.68,-18.1604
1362.69,-18.2748
1362.7,-18.2817
1362.71,-18.0937
1362.72,-18.013
1362.73,-18.1922
1362.74,-18.0928
1362.75,-18.0357
